 T, h at the stagnation point 
 3.50000000e+02 8.00469497e+05 
 4.15369739e+02 9.05560730e+05 
 4.82825529e+02 1.01484914e+06 
 5.52004079e+02 1.12816505e+06 
 6.22595376e+02 1.24534845e+06 
 6.94360331e+02 1.36624614e+06 
 7.67128339e+02 1.49071132e+06 
 8.40783911e+02 1.61860379e+06 
 9.15251108e+02 1.74979038e+06 
 9.90479542e+02 1.88414476e+06 
 1.06643356e+03 2.02154663e+06 
 1.14308458e+03 2.16188069e+06 
 1.22040609e+03 2.30503529e+06 
 1.29837034e+03 2.45090120e+06 
 1.37694649e+03 2.59937033e+06 
 1.45609950e+03 2.75033457e+06 
 1.53578953e+03 2.90368470e+06 
 1.61597177e+03 3.05930939e+06 
 1.69659637e+03 3.21709442e+06 
 1.77760854e+03 3.37692181e+06 
 1.85894864e+03 3.53866927e+06 
 1.94055239e+03 3.70220963e+06 
 2.02235084e+03 3.86741010e+06 
 2.10426837e+03 4.03413061e+06 
 2.18622000e+03 4.20222249e+06 
 2.26811518e+03 4.37152928e+06 
 2.34985863e+03 4.54188748e+06 
 2.43135054e+03 4.71312652e+06 
 2.51248688e+03 4.88506891e+06 
 2.59315978e+03 5.05753047e+06 
 2.67325802e+03 5.23032073e+06 
 2.75266755e+03 5.40324345e+06 
 2.83127214e+03 5.57609723e+06 
 2.90895405e+03 5.74867627e+06 
 2.98559492e+03 5.92077118e+06 
 3.06107655e+03 6.09216995e+06 
 3.13528192e+03 6.26265900e+06 
 3.20809615e+03 6.43202425e+06 
 3.27940755e+03 6.60005232e+06 
 3.34910871e+03 6.76653171e+06 
 3.41709748e+03 6.93125408e+06 
 3.48327808e+03 7.09401545e+06 
 3.54756206e+03 7.25461740e+06 
 3.60986919e+03 7.41286832e+06 
 3.67012830e+03 7.56858445e+06 
 3.72827799e+03 7.72159098e+06 
 3.78426718e+03 7.87172298e+06 
 3.83805556e+03 8.01882624e+06 
 3.88961385e+03 8.16275803e+06 
 3.93892391e+03 8.30338768e+06 
 3.98597866e+03 8.44059705e+06 
 4.03078192e+03 8.57428093e+06 
 4.07334800e+03 8.70434721e+06 
 4.11370121e+03 8.83071701e+06 
 4.15187525e+03 8.95332464e+06 
 4.18791244e+03 9.07211752e+06 
 4.22186294e+03 9.18705593e+06 
 4.25378390e+03 9.29811269e+06 
 4.28373844e+03 9.40527282e+06 
 4.31179483e+03 9.50853307e+06 
 4.33802548e+03 9.60790141e+06 
 4.36250603e+03 9.70339649e+06 
 4.38531448e+03 9.79504707e+06 
 4.40653034e+03 9.88289140e+06 
 4.42623385e+03 9.96697659e+06 
 4.44450529e+03 1.00473580e+07 
 4.46142430e+03 1.01240985e+07 
 4.47706936e+03 1.01972678e+07 
 4.49151726e+03 1.02669422e+07 
 4.50484273e+03 1.03332032e+07 
 4.51711809e+03 1.03961374e+07 
 4.52841297e+03 1.04558360e+07 
 4.53879410e+03 1.05123937e+07 
 4.54832520e+03 1.05659082e+07 
 4.55706687e+03 1.06164800e+07 
 4.56507651e+03 1.06642115e+07 
 4.57240837e+03 1.07092067e+07 
 4.57911354e+03 1.07515702e+07 
 4.58524003e+03 1.07914075e+07 
 4.59083281e+03 1.08288239e+07 
 4.59593394e+03 1.08639243e+07 
 4.60058269e+03 1.08968128e+07 
 4.60481561e+03 1.09275924e+07 
 4.60866669e+03 1.09563646e+07 
 4.61216752e+03 1.09832290e+07 
 4.61534736e+03 1.10082833e+07 
 4.61823331e+03 1.10316228e+07 
 4.62085042e+03 1.10533402e+07 
 4.62322184e+03 1.10735256e+07 
 4.62536893e+03 1.10922664e+07 
 4.62731137e+03 1.11096469e+07 
 4.62906729e+03 1.11257482e+07 
 4.63065337e+03 1.11406484e+07 
 4.63208492e+03 1.11544225e+07 
