 T, h at the stagnation point 
 3.50000000e+02 1.01743602e+06 
 4.60524439e+02 1.19422827e+06 
 5.76068564e+02 1.38224876e+06 
 6.95217486e+02 1.58075386e+06 
 8.17081382e+02 1.78907380e+06 
 9.41193578e+02 2.00660718e+06 
 1.06732925e+03 2.23282618e+06 
 1.19536978e+03 2.46727158e+06 
 1.32522716e+03 2.70954159e+06 
 1.45680934e+03 2.95928030e+06 
 1.59000643e+03 3.21616659e+06 
 1.72468678e+03 3.47990451e+06 
 1.86069721e+03 3.75021582e+06 
 1.99786468e+03 4.02683433e+06 
 2.13599100e+03 4.30949160e+06 
 2.27480960e+03 4.59789865e+06 
 2.41401476e+03 4.89174610e+06 
 2.55326683e+03 5.19070908e+06 
 2.69219146e+03 5.49444487e+06 
 2.83038026e+03 5.80259174e+06 
 2.96739306e+03 6.11476940e+06 
 3.10276223e+03 6.43058069e+06 
 3.23599925e+03 6.74961459e+06 
 3.36660374e+03 7.07145048e+06 
 3.49407481e+03 7.39566337e+06 
 3.61792430e+03 7.72182988e+06 
 3.73769138e+03 8.04953435e+06 
 3.85295750e+03 8.37837483e+06 
 3.96336079e+03 8.70796807e+06 
 4.06860860e+03 9.03795339e+06 
 4.16848741e+03 9.36799475e+06 
 4.26286901e+03 9.69778099e+06 
 4.35171264e+03 1.00270242e+07 
 4.43506277e+03 1.03554564e+07 
 4.51304292e+03 1.06828248e+07 
 4.58584592e+03 1.10088866e+07 
 4.65372174e+03 1.13334029e+07 
 4.71696359e+03 1.16561335e+07 
 4.77589359e+03 1.19768315e+07 
 4.83084892e+03 1.22952401e+07 
 4.88216914e+03 1.26110889e+07 
 4.93018545e+03 1.29240933e+07 
 4.97521208e+03 1.32339534e+07 
 5.01753999e+03 1.35403553e+07 
 5.05743285e+03 1.38429724e+07 
 5.09512502e+03 1.41414682e+07 
 5.13082116e+03 1.44354990e+07 
 5.16469731e+03 1.47247179e+07 
 5.19690284e+03 1.50087779e+07 
 5.22756308e+03 1.52873361e+07 
 5.25678232e+03 1.55600576e+07 
 5.28464689e+03 1.58266189e+07 
 5.31122820e+03 1.60867118e+07 
 5.33658551e+03 1.63400466e+07 
 5.36076854e+03 1.65863551e+07 
 5.38381964e+03 1.68253933e+07 
 5.40577571e+03 1.70569442e+07 
 5.42666975e+03 1.72808189e+07 
 5.44653214e+03 1.74968591e+07 
 5.46539163e+03 1.77049378e+07 
 5.48327608e+03 1.79049601e+07 
 5.50021305e+03 1.80968635e+07 
 5.51623019e+03 1.82806181e+07 
 5.53135545e+03 1.84562258e+07 
 5.54561730e+03 1.86237200e+07 
 5.55904472e+03 1.87831638e+07 
 5.57166725e+03 1.89346491e+07 
 5.58351493e+03 1.90782948e+07 
 5.59461819e+03 1.92142447e+07 
 5.60500777e+03 1.93426656e+07 
 5.61471457e+03 1.94637448e+07 
 5.62376957e+03 1.95776883e+07 
 5.63220361e+03 1.96847177e+07 
 5.64004737e+03 1.97850684e+07 
 5.64733115e+03 1.98789867e+07 
 5.65408480e+03 1.99667280e+07 
 5.66033760e+03 2.00485542e+07 
 5.66611817e+03 2.01247314e+07 
 5.67145437e+03 2.01955285e+07 
 5.67637323e+03 2.02612146e+07 
 5.68090091e+03 2.03220576e+07 
 5.68506258e+03 2.03783227e+07 
 5.68888248e+03 2.04302710e+07 
 5.69238377e+03 2.04781579e+07 
 5.69558862e+03 2.05222326e+07 
 5.69851812e+03 2.05627366e+07 
 5.70119231e+03 2.05999034e+07 
 5.70363016e+03 2.06339578e+07 
 5.70584963e+03 2.06651151e+07 
 5.70786760e+03 2.06935813e+07 
 5.70969998e+03 2.07195523e+07 
 5.71136167e+03 2.07432141e+07 
 5.71286663e+03 2.07647430e+07 
 5.71422790e+03 2.07843050e+07 
 5.71545760e+03 2.08020564e+07 
 5.71656704e+03 2.08181442e+07 
 5.71756667e+03 2.08327055e+07 
 5.71846619e+03 2.08458687e+07 
 5.71927455e+03 2.08577533e+07 
 5.72000000e+03 2.08684705e+07 
 Species at the stagnation point 
 2.55796260e-01 6.65959046e-01 4.42158743e-02 3.36197585e-05 3.38814669e-02 1.13733131e-04 6.15127761e-10 
 2.50014373e-01 6.67664740e-01 4.42822509e-02 3.38344813e-05 3.78681818e-02 1.36619105e-04 6.19056462e-10 
 2.43857974e-01 6.69533042e-01 4.43447349e-02 3.42291198e-05 4.20559894e-02 1.74030050e-04 6.26277011e-10 
 2.37354081e-01 6.71552964e-01 4.44026052e-02 3.47775821e-05 4.64285145e-02 2.27056234e-04 6.36312014e-10 
 2.30527130e-01 6.73712767e-01 4.44548293e-02 3.54638322e-05 5.09722442e-02 2.97564597e-04 6.48868066e-10 
 2.23398941e-01 6.76000717e-01 4.45002777e-02 3.62772696e-05 5.56757831e-02 3.88003351e-04 6.63751218e-10 
 2.15988998e-01 6.78405248e-01 4.45378739e-02 3.72110473e-05 6.05293456e-02 5.01322724e-04 6.80836188e-10 
 2.08314959e-01 6.80914849e-01 4.45667133e-02 3.82608133e-05 6.55242803e-02 6.40937050e-04 7.00043351e-10 
 2.00393186e-01 6.83517832e-01 4.45861797e-02 3.94240239e-05 7.06526694e-02 8.10707729e-04 7.21326169e-10 
 1.92239199e-01 6.86202087e-01 4.45960703e-02 4.06994787e-05 7.59070079e-02 1.01493570e-03 7.44662673e-10 
 1.83868012e-01 6.88954850e-01 4.45967372e-02 4.20870183e-05 8.12799551e-02 1.25835764e-03 7.70049951e-10 
 1.75294383e-01 6.91762494e-01 4.45892508e-02 4.35873096e-05 8.67641416e-02 1.54614244e-03 7.97500201e-10 
 1.66532911e-01 6.94610343e-01 4.45756347e-02 4.52016967e-05 9.23520202e-02 1.88388888e-03 8.27038020e-10 
 1.57598082e-01 6.97482539e-01 4.45591230e-02 4.69320485e-05 9.80356624e-02 2.27766133e-03 8.58697600e-10 
 1.48506914e-01 7.00361529e-01 4.45419573e-02 4.87810083e-05 1.03806616e-01 2.73420150e-03 8.92527305e-10 
 1.39293040e-01 7.03227421e-01 4.45124705e-02 5.07529279e-05 1.09650512e-01 3.26580291e-03 9.28606757e-10 
 1.29997719e-01 7.06057877e-01 4.44539489e-02 5.28530710e-05 1.15550756e-01 3.88684541e-03 9.67032265e-10 
 1.20667719e-01 7.08828130e-01 4.43469865e-02 5.50873100e-05 1.21488433e-01 4.61364242e-03 1.00791128e-09 
 1.11355172e-01 7.11510738e-01 4.41699463e-02 5.74620810e-05 1.27442271e-01 5.46440932e-03 1.05136155e-09 
 1.02117197e-01 7.14075440e-01 4.38995587e-02 5.99843001e-05 1.33388639e-01 6.45918006e-03 1.09750962e-09 
 9.30151547e-02 7.16489130e-01 4.35117840e-02 6.26612404e-05 1.39301650e-01 7.61961842e-03 1.14648856e-09 
 8.41135013e-02 7.18715970e-01 4.29829133e-02 6.55003620e-05 1.45153413e-01 8.96870076e-03 1.19843487e-09 
 7.54782368e-02 7.20717684e-01 4.22908803e-02 6.85090895e-05 1.50914432e-01 1.05302562e-02 1.25348440e-09 
 6.71749769e-02 7.22454054e-01 4.14167311e-02 7.16945373e-05 1.56554181e-01 1.23283608e-02 1.31176731e-09 
 5.92667114e-02 7.23883640e-01 4.03461602e-02 7.50631848e-05 1.62041829e-01 1.43865949e-02 1.37340216e-09 
 5.18113718e-02 7.24964719e-01 3.90709838e-02 7.86205137e-05 1.67347111e-01 1.67271921e-02 1.43848923e-09 
 4.48593755e-02 7.25656444e-01 3.75903985e-02 8.23706288e-05 1.72441289e-01 1.93701216e-02 1.50710364e-09 
 3.84513475e-02 7.25920151e-01 3.59118634e-02 8.63158913e-05 1.77298157e-01 2.23321641e-02 1.57928859e-09 
 3.26162331e-02 7.25720789e-01 3.40514593e-02 9.04566028e-05 1.81895011e-01 2.56260490e-02 1.65504959e-09 
 2.73699977e-02 7.25028353e-01 3.20336209e-02 9.47907801e-05 1.86213511e-01 2.92597245e-02 1.73435036e-09 
 2.27150611e-02 7.23819241e-01 2.98902035e-02 9.93140595e-05 1.90240354e-01 3.32358248e-02 1.81711106e-09 
 1.86405438e-02 7.22077416e-01 2.76589242e-02 1.04019758e-04 1.93967711e-01 3.75513833e-02 1.90320941e-09 
 1.51233102e-02 7.19795289e-01 2.53813035e-02 1.08899099e-04 1.97393378e-01 4.21978181e-02 1.99248484e-09 
 1.21297073e-02 7.16974234e-01 2.31002978e-02 1.13941600e-04 2.00520628e-01 4.71611896e-02 2.08474554e-09 
 9.61782135e-03 7.13624682e-01 2.08578565e-02 1.19135574e-04 2.03357798e-01 5.24227040e-02 2.17977766e-09 
 7.54002855e-03 7.09765802e-01 1.86926451e-02 1.24468697e-04 2.05917639e-01 5.79594145e-02 2.27735577e-09 
 5.84560224e-03 7.05424773e-01 1.66381425e-02 1.29928589e-04 2.08216493e-01 6.37450577e-02 2.37725330e-09 
 4.48315811e-03 7.00635728e-01 1.47212689e-02 1.35503316e-04 2.10273384e-01 6.97509545e-02 2.47925194e-09 
 3.40276567e-03 6.95438446e-01 1.29616176e-02 1.41181791e-04 2.12109075e-01 7.59469120e-02 2.58314881e-09 
 2.55761488e-03 6.89876898e-01 1.13712940e-02 1.46954011e-04 2.13745170e-01 8.23020667e-02 2.68876089e-09 
 1.90519097e-03 6.83997760e-01 9.95529297e-03 1.52811134e-04 2.15203314e-01 8.87856282e-02 2.79592642e-09 
 1.40796836e-03 6.77848975e-01 8.71229874e-03 1.58745404e-04 2.16504514e-01 9.53674957e-02 2.90450346e-09 
 1.03367796e-03 6.71478456e-01 7.63576837e-03 1.64749940e-04 2.17668608e-01 1.02018736e-01 3.01436615e-09 
