      450.0000000000   490348.0390000000  2361349.0000000000
      500.0000000000   542013.3980000000  2352925.0000000000
      550.0000000000   594144.4650000000  2344340.0000000000
      600.0000000000   646798.2450000000  2335704.0000000000
      650.0000000000   700010.8650000000  2327068.0000000000
      700.0000000000   753799.9550000000  2318447.0000000000
      750.0000000000   808168.0360000000  2309839.0000000000
      800.0000000000   863106.0560000000  2301235.0000000000
      850.0000000000   918596.6430000000  2292625.0000000000
      900.0000000000   974616.8470000000  2284000.0000000000
      950.0000000000  1031140.3300000000  2275354.0000000000
     1000.0000000000  1088139.0400000000  2266681.0000000000
     1050.0000000000  1145584.4299999999  2257981.0000000000
     1100.0000000000  1203448.3600000001  2249250.0000000000
     1150.0000000000  1261703.6499999999  2240491.0000000000
     1200.0000000000  1320324.4800000000  2231702.0000000000
     1250.0000000000  1379286.6000000001  2222886.0000000000
     1300.0000000000  1438567.4099999999  2214043.0000000000
     1350.0000000000  1498146.0300000000  2205176.0000000000
     1400.0000000000  1558003.2200000000  2196285.0000000000
     1450.0000000000  1618121.3300000001  2187372.0000000000
     1500.0000000000  1678484.2200000000  2178439.0000000000
     1550.0000000000  1739077.1100000001  2169487.0000000000
     1600.0000000000  1799886.5300000000  2160517.0000000000
     1650.0000000000  1860900.1599999999  2151531.0000000000
     1700.0000000000  1922106.7600000000  2142529.0000000000
     1750.0000000000  1983496.0400000000  2133512.0000000000
     1800.0000000000  2045058.5900000001  2124482.0000000000
     1850.0000000000  2106785.7599999998  2115438.0000000000
     1900.0000000000  2168669.6200000001  2106383.0000000000
     1950.0000000000  2230702.8599999999  2097316.0000000000
     2000.0000000000  2292878.7300000000  2088238.0000000000
