VARIABLES =  "Tw" "he" "qw"
      450.0000000000  4100830.6299999999   485204.6000000000
      500.0000000000  4262057.0700000003   476520.1000000000
      550.0000000000  4416356.4199999999   468279.4000000000
      600.0000000000  4564412.2199999997   460436.3000000000
      650.0000000000  4706870.0000000000   452949.3000000000
      700.0000000000  4844308.7599999998   445780.8000000000
      750.0000000000  4977237.4100000001   438898.1000000000
      800.0000000000  5106145.4100000001   432271.0000000000
      850.0000000000  5231407.8799999999   425875.2000000000
      900.0000000000  5353408.7000000002   419685.3000000000
      950.0000000000  5472436.1799999997   413682.5000000000
     1000.0000000000  5588776.6500000004   407848.7000000000
     1050.0000000000  5702657.7800000003   402169.0000000000
     1100.0000000000  5814292.5000000000   396629.9000000000
     1150.0000000000  5923860.4100000001   391219.6000000000
     1200.0000000000  6031523.9000000004   385927.9000000000
     1250.0000000000  6137422.6500000004   380745.8000000000
     1300.0000000000  6241684.8099999996   375665.1000000000
     1350.0000000000  6344417.8700000001   370678.9000000000
     1400.0000000000  6445723.0499999998   365780.6000000000
     1450.0000000000  6545687.8799999999   360964.8000000000
     1500.0000000000  6644381.9400000004   356226.7000000000
     1550.0000000000  6741883.2699999996   351561.5000000000
     1600.0000000000  6838244.2800000003   346965.6000000000
     1650.0000000000  6933511.7500000000   342436.1000000000
     1700.0000000000  7027763.3300000001   337968.4000000000
     1750.0000000000  7120968.4800000004   333564.5000000000
     1800.0000000000  7213219.2199999997   329215.6000000000
     1850.0000000000  7304551.2500000000   324919.0000000000
     1900.0000000000  7394913.0099999998   320684.8000000000
     1950.0000000000  7484382.5899999999   316503.3000000000
     2000.0000000000  7572996.4600000000   312371.7000000000
