VARIABLES =  "Tw" "he" "qw"
     2000.0000000000  4475285.2599999998   491611.8000000000
     1950.0000000000  4393160.4500000002   495635.7000000000
     1900.0000000000  4310840.0599999996   499681.2000000000
     1850.0000000000  4228334.2800000003   503748.7000000000
     1800.0000000000  4145626.2700000000   507841.2000000000
     1750.0000000000  4062690.3500000001   511959.7000000000
     1700.0000000000  3979546.8700000001   516101.1000000000
     1650.0000000000  3896143.9199999999   520270.3000000000
     1600.0000000000  3812512.1600000001   524468.0000000000
     1550.0000000000  3728594.5800000001   528696.8000000000
     1500.0000000000  3644413.7999999998   532956.7000000000
     1450.0000000000  3559918.9100000001   537250.9000000000
     1400.0000000000  3475124.6600000001   541579.9000000000
     1350.0000000000  3389977.6800000002   545947.4000000000
     1300.0000000000  3304492.0099999998   550354.0000000000
     1250.0000000000  3218601.7300000000   554804.4000000000
     1200.0000000000  3132327.7100000000   559299.0000000000
     1150.0000000000  3045582.6200000001   563843.9000000000
     1100.0000000000  2958392.3399999999   568439.7000000000
     1050.0000000000  2870656.3199999998   573093.4000000000
     1000.0000000000  2782369.6499999999   577807.6000000000
      950.0000000000  2693446.4399999999   582589.2000000000
      900.0000000000  2603824.1299999999   587444.3000000000
      850.0000000000  2513433.7300000000   592379.3000000000
      800.0000000000  2422129.9900000002   597405.4000000000
      750.0000000000  2329855.6299999999   602530.1000000000
      700.0000000000  2236382.1800000002   607769.0000000000
      650.0000000000  2141548.3700000001   613133.7000000000
      600.0000000000  2045098.1299999999   618641.8000000000
      550.0000000000  1946678.6499999999   624316.3000000000
      500.0000000000  1845954.0700000001   630178.2000000000
      450.0000000000  1742325.3300000001   636263.1000000000
