VARIABLES =  "Tw" "he" "qw"
     2000.0000000000  9735642.6400000006   200919.7000000000
     1950.0000000000  9661372.2500000000   204259.2000000000
     1900.0000000000  9586920.4100000001   207611.0000000000
     1850.0000000000  9512208.0299999993   210978.8000000000
     1800.0000000000  9437163.2400000002   214366.1000000000
     1750.0000000000  9361961.9199999999   217765.7000000000
     1700.0000000000  9286358.6500000004   221189.2000000000
     1650.0000000000  9210303.0700000003   224639.3000000000
     1600.0000000000  9133963.6099999994   228108.1000000000
     1550.0000000000  9057087.2400000002   231608.5000000000
     1500.0000000000  8979651.0600000005   235142.0000000000
     1450.0000000000  8901735.6799999997   238704.9000000000
     1400.0000000000  8823051.3399999999   242312.1000000000
     1350.0000000000  8743759.9800000004   245956.0000000000
     1300.0000000000  8663571.9100000001   249651.5000000000
     1250.0000000000  8582518.5999999996   253397.5000000000
     1200.0000000000  8500413.6099999994   257203.9000000000
     1150.0000000000  8417158.0899999999   261076.3000000000
     1100.0000000000  8332587.3300000001   265023.5000000000
     1050.0000000000  8246523.4100000001   269055.3000000000
     1000.0000000000  8158740.7999999998   273183.8000000000
      950.0000000000  8069016.2699999996   277421.1000000000
      900.0000000000  7976977.9900000002   281786.9000000000
      850.0000000000  7882362.9800000004   286295.4000000000
      800.0000000000  7784557.5099999998   290978.8000000000
      750.0000000000  7683218.8099999996   295856.5000000000
      700.0000000000  7577419.8499999996   300976.3000000000
      650.0000000000  7466462.9100000001   306373.6000000000
      600.0000000000  7349096.5499999998   312113.9000000000
      550.0000000000  7223881.0800000001   318272.0000000000
      500.0000000000  7088944.4199999999   324943.8000000000
      450.0000000000  6941572.9000000004   332269.8000000000
