VARIABLES =  "Tw" "he" "qw"
     2000.0000000000  3211489.3100000001   577393.6000000000
     1950.0000000000  3138526.9700000002   580925.9000000000
     1900.0000000000  3065605.5800000001   584464.0000000000
     1850.0000000000  2992730.5099999998   588007.8000000000
     1800.0000000000  2919902.6299999999   591558.2000000000
     1750.0000000000  2847112.7400000002   595115.6000000000
     1700.0000000000  2774379.4500000002   598678.8000000000
     1650.0000000000  2701686.0000000000   602249.6000000000
     1600.0000000000  2629048.3799999999   605827.9000000000
     1550.0000000000  2556458.7100000000   609414.3000000000
     1500.0000000000  2483926.9399999999   613008.7000000000
     1450.0000000000  2411451.5899999999   616611.8000000000
     1400.0000000000  2339039.6099999999   620223.7000000000
     1350.0000000000  2266692.5099999998   623845.0000000000
     1300.0000000000  2194418.1400000001   627475.9000000000
     1250.0000000000  2122216.3399999999   631117.1000000000
     1200.0000000000  2050100.7400000000   634768.8000000000
     1150.0000000000  1978063.2300000000   638432.1000000000
     1100.0000000000  1906129.0000000000   642106.7000000000
     1050.0000000000  1834273.6599999999   645794.8000000000
     1000.0000000000  1762540.2800000000   649495.4000000000
      950.0000000000  1690889.9600000000   653211.7000000000
      900.0000000000  1619351.2500000000   656943.5000000000
      850.0000000000  1547900.1499999999   660693.6000000000
      800.0000000000  1476525.5700000001   664464.1000000000
      750.0000000000  1405221.3600000001   668257.6000000000
      700.0000000000  1333920.4600000000   672079.1000000000
      650.0000000000  1262612.3100000001   675929.3000000000
      600.0000000000  1191183.3799999999   679814.9000000000
      550.0000000000  1119538.0600000001   683740.9000000000
      500.0000000000  1047544.1899999999   687711.9000000000
      450.0000000000   974970.5910000000   691736.1000000000
