   1.00000000000000        5488.51621189085        19855799.9473451     
  0.672335753649934        5494.00097142999        19985202.5811527     
  0.452035365636024        5502.17189920047        20178996.7610554     
  0.303919538231320        5514.32018299363        20469314.4510325     
  0.204335971785694        5532.38791882720        20905737.6547718     
  0.137382379588326        5559.29585669724        21565276.4454562     
  9.236708571873861E-002   5599.44634049244        22568132.3221635     
  6.210169418915616E-002   5659.74845819164        24106677.6107736     
  4.175318936560400E-002   5751.62254297437        26486667.5764876     
  2.807216203941176E-002   5896.25494699135        30161252.4054581     
  1.887391822135097E-002   6142.71370837864        35575751.4266337     
  1.268961003167922E-002   6641.78587172476        42001099.9984159     
  8.531678524172805E-003   7490.24253630553        46462621.9400612     
  5.736152510448676E-003   8193.77733232418        50032766.9637181     
  3.856620421163472E-003   8639.33811200608        53327742.4433741     
  2.592943797404667E-003   8907.82506540411        55932114.0683394     
  1.743328822199987E-003   9073.40147869063        57829328.3954296     
  1.172102297533479E-003   9178.64538027612        59165875.1259581     
  7.880462815669905E-004   9246.95237368879        60091722.0937152     
  5.298316906283707E-004   9291.85399795204        60726479.6014477     
  3.562247890262441E-004   9321.65283551871        61159505.4333529     
  2.395026619987484E-004   9341.50934957082        61453359.5743295     
  1.610262027560939E-004   9354.75576998773        61651778.9938903     
  1.082636733874054E-004   9363.65088359581        61786100.1515028     
  7.278953843983146E-005   9369.61879234501        61876707.9104168     
  4.893900918477489E-005   9373.60072656805        61937382.7753916     
  3.290344562312664E-005   9376.29576792737        61978548.3260373     
  2.212216291070446E-005   9378.09239016317        62006035.7320027     
  1.487352107293512E-005   9379.30927944120        62024673.8997104     
  1.000000000000000E-005   9380.13319492531        62037302.5380709     
