   1.00000000000000        5497.67233583538        20072129.1255913     
  0.672335753649934        5505.13885471006        20249661.6694261     
  0.452035365636024        5516.25633033796        20515820.4487390     
  0.303919538231320        5532.79610360936        20915659.1237501     
  0.204335971785694        5557.43190344535        21519241.4699286     
  0.137382379588326        5594.20082851394        22435975.9919623     
  9.236708571873861E-002   5649.43892283577        23841524.7889543     
  6.210169418915616E-002   5733.66822235692        26020906.3845438     
  4.175318936560400E-002   5866.72081350994        29429151.0130843     
  2.807216203941176E-002   6096.18874523938        34666852.9692621     
  1.887391822135097E-002   6582.80265706270        41499650.2174680     
  1.268961003167922E-002   7500.08652666522        46505371.1944519     
  8.531678524172805E-003   8279.29856746086        50582917.4751291     
  5.736152510448676E-003   8763.07391252093        54460848.4502764     
  3.856620421163472E-003   9047.98990551464        57522298.3944208     
  2.592943797404667E-003   9221.95792196915        59747448.7023477     
  1.743328822199987E-003   9332.20584259072        61315145.7781765     
  1.172102297533479E-003   9403.72914789852        62402190.5933010     
  7.880462815669905E-004   9450.84359993023        63149610.3836878     
  5.298316906283707E-004   9482.12729148133        63660002.1593826     
  3.562247890262441E-004   9503.02237012935        64007278.7026842     
  2.395026619987484E-004   9516.99895647228        64242449.2703467     
  1.610262027560939E-004   9526.37672610845        64401542.7852869     
  1.082636733874054E-004   9532.65252197580        64508598.4591060     
  7.278953843983146E-005   9536.88032646961        64580984.6245709     
  4.893900918477489E-005   9539.72849866353        64629870.5110442     
  3.290344562312664E-005   9541.64046824943        64662742.1939287     
  2.212216291070446E-005   9542.90228266178        64684460.1390291     
  1.487352107293512E-005   9543.76943392490        64699396.3871873     
  1.000000000000000E-005   9544.35905597482        64709557.5082477     
